 &plot nbnd=  40, nks=   211 /
            0.000000  0.000000  0.000000
  -17.828   -7.909   -4.533   -4.533   -4.533    2.550    2.550    2.550    6.329    6.925
    6.925   10.286   10.286   10.286   12.690   12.690   14.237   14.237   14.237   14.727
   14.727   14.727   16.025   16.025   16.025   17.318   19.046   20.529   20.529   20.529
   22.366   22.366   23.033   23.033   23.033   24.918   25.247   25.247   25.247   26.623
            0.016667  0.000000  0.000000
  -17.828   -7.909   -4.533   -4.533   -4.533    2.545    2.550    2.550    6.335    6.926
    6.930   10.285   10.285   10.287   12.667   12.694   14.241   14.241   14.261   14.699
   14.699   14.713   16.005   16.057   16.057   17.329   19.058   20.446   20.514   20.514
   22.361   22.395   22.981   22.982   22.982   24.902   25.151   25.234   25.234   26.625
            0.033333  0.000000  0.000000
  -17.828   -7.909   -4.535   -4.533   -4.533    2.529    2.549    2.549    6.355    6.931
    6.947   10.281   10.281   10.291   12.602   12.704   14.255   14.255   14.331   14.624
   14.624   14.685   15.947   16.146   16.146   17.387   19.093   20.328   20.492   20.492
   22.346   22.476   22.939   22.939   22.964   24.886   24.983   25.212   25.212   26.630
            0.050000  0.000000  0.000000
  -17.828   -7.908   -4.537   -4.532   -4.532    2.504    2.547    2.547    6.387    6.939
    6.975   10.275   10.275   10.297   12.505   12.721   14.273   14.273   14.440   14.526
   14.526   14.639   15.861   16.276   16.276   17.482   19.150   20.167   20.475   20.475
   22.322   22.593   22.908   22.908   22.976   24.761   24.870   25.191   25.191   26.640
            0.066667  0.000000  0.000000
  -17.828   -7.908   -4.539   -4.531   -4.531    2.470    2.545    2.545    6.430    6.950
    7.013   10.267   10.267   10.305   12.386   12.746   14.259   14.259   14.455   14.455
   14.577   14.579   15.757   16.435   16.435   17.601   19.228   19.987   20.480   20.480
   22.291   22.740   22.884   22.884   22.999   24.505   24.849   25.183   25.183   26.653
            0.083333  0.000000  0.000000
  -17.827   -7.908   -4.543   -4.530   -4.530    2.428    2.543    2.543    6.485    6.964
    7.063   10.257   10.257   10.315   12.252   12.777   14.163   14.163   14.467   14.467
   14.505   14.732   15.640   16.613   16.613   17.740   19.324   19.763   20.492   20.492
   22.253   22.852   22.852   22.890   23.027   24.229   24.851   25.173   25.173   26.669
            0.100000  0.000000  0.000000
  -17.827   -7.908   -4.547   -4.528   -4.528    2.378    2.540    2.540    6.549    6.981
    7.122   10.246   10.246   10.328   12.109   12.815   14.025   14.025   14.418   14.526
   14.526   14.900   15.515   16.804   16.804   17.880   19.435   19.520   20.485   20.485
   22.207   22.803   22.803   23.042   23.055   23.942   24.768   25.161   25.161   26.689
            0.116667  0.000000  0.000000
  -17.826   -7.908   -4.552   -4.527   -4.527    2.323    2.536    2.536    6.621    7.002
    7.192   10.235   10.235   10.343   11.961   12.859   13.875   13.875   14.322   14.607
   14.607   15.077   15.387   17.005   17.005   18.037   19.267   19.561   20.492   20.492
   22.153   22.749   22.749   23.087   23.194   23.649   24.737   25.147   25.147   26.712
            0.133333  0.000000  0.000000
  -17.825   -7.908   -4.557   -4.525   -4.525    2.263    2.532    2.532    6.701    7.025
    7.271   10.223   10.223   10.360   11.810   12.909   13.722   13.722   14.218   14.702
   14.702   15.257   15.263   17.214   17.214   18.196   19.005   19.696   20.499   20.499
   22.095   22.688   22.688   23.130   23.309   23.384   24.690   25.132   25.132   26.737
            0.150000  0.000000  0.000000
  -17.825   -7.908   -4.563   -4.523   -4.523    2.200    2.528    2.528    6.788    7.051
    7.359   10.211   10.211   10.379   11.658   12.965   13.567   13.567   14.110   14.811
   14.811   15.128   15.455   17.428   17.428   18.363   18.738   19.838   20.512   20.512
   22.032   22.626   22.626   23.053   23.177   23.489   24.641   25.118   25.118   26.765
            0.166667  0.000000  0.000000
  -17.824   -7.908   -4.569   -4.521   -4.521    2.133    2.523    2.523    6.881    7.081
    7.455   10.200   10.200   10.400   11.506   13.025   13.414   13.414   14.000   14.931
   14.931   14.998   15.650   17.648   17.648   18.468   18.530   19.981   20.521   20.521
   21.964   22.543   22.543   22.766   23.228   23.621   24.584   25.099   25.099   26.641
            0.183333  0.000000  0.000000
  -17.823   -7.908   -4.576   -4.519   -4.519    2.066    2.518    2.518    6.978    7.113
    7.559   10.191   10.191   10.423   11.356   13.087   13.263   13.263   13.892   14.871
   15.060   15.060   15.849   17.871   17.871   18.206   18.698   20.122   20.533   20.533
   21.890   22.450   22.450   22.489   23.284   23.771   24.521   25.078   25.078   26.481
            0.200000  0.000000  0.000000
  -17.822   -7.908   -4.582   -4.516   -4.516    1.997    2.512    2.512    7.081    7.148
    7.668   10.182   10.182   10.447   11.207   13.115   13.115   13.146   13.790   14.744
   15.196   15.196   16.050   17.926   18.098   18.098   18.863   20.247   20.534   20.534
   21.811   22.231   22.332   22.332   23.345   23.870   24.411   25.056   25.056   26.319
            0.216667  0.000000  0.000000
  -17.821   -7.908   -4.589   -4.514   -4.514    1.928    2.507    2.507    7.185    7.188
    7.781   10.176   10.176   10.474   11.060   12.970   12.970   13.190   13.710   14.621
   15.347   15.347   16.257   17.661   18.328   18.328   19.035   20.342   20.566   20.566
   21.733   22.011   22.226   22.226   23.418   23.994   24.344   25.032   25.032   26.177
            0.233333  0.000000  0.000000
  -17.820   -7.908   -4.596   -4.511   -4.511    1.860    2.501    2.501    7.225    7.298
    7.899   10.172   10.172   10.501   10.916   12.829   12.829   13.200   13.670   14.502
   15.503   15.503   16.461   17.398   18.559   18.559   19.206   20.380   20.579   20.579
   21.644   21.853   22.096   22.096   23.488   24.100   24.268   25.006   25.006   26.034
            0.250000  0.000000  0.000000
  -17.819   -7.908   -4.602   -4.509   -4.509    1.794    2.495    2.495    7.268    7.412
    8.018   10.171   10.171   10.530   10.775   12.692   12.692   13.162   13.687   14.386
   15.666   15.666   16.666   17.145   18.792   18.792   19.377   20.335   20.595   20.595
   21.551   21.795   21.955   21.955   23.563   24.189   24.222   24.977   24.977   25.898
            0.266667  0.000000  0.000000
  -17.818   -7.909   -4.609   -4.506   -4.506    1.729    2.490    2.490    7.312    7.528
    8.139   10.172   10.172   10.559   10.638   12.560   12.560   13.084   13.748   14.275
